0,TitlingGothicFBComp,Black,-0.666666666667,1.0,0,0.vlw
1,TitlingGothicFBComp,Bold,-0.666666666667,0.66666662693,0,1.vlw
2,TitlingGothicFBComp,Light,-0.666666666667,-0.66666662693,0,2.vlw
3,TitlingGothicFBComp,Medium,-0.666666666667,0.33333337307,0,3.vlw
4,TitlingGothicFBComp,Regular,-0.666666666667,0.0,0,4.vlw
5,TitlingGothicFBComp,Standard,-0.666666666667,-0.333333313465,0,5.vlw
6,TitlingGothicFBComp,Thin,-0.666666666667,-1.0,0,6.vlw
7,TitlingGothicFBCond,Black,-0.333333333333,1.0,0,7.vlw
8,TitlingGothicFBCond,Bold,-0.333333333333,0.66666662693,0,8.vlw
9,TitlingGothicFBCond,Light,-0.333333333333,-0.66666662693,0,9.vlw
10,TitlingGothicFBCond,Medium,-0.333333333333,0.33333337307,0,10.vlw
11,TitlingGothicFBCond,Regular,-0.333333333333,0.0,0,11.vlw
12,TitlingGothicFBCond,Standard,-0.333333333333,-0.333333313465,0,12.vlw
13,TitlingGothicFBCond,Thin,-0.333333333333,-1.0,0,13.vlw
14,TitlingGothicFBExtended,Black,1,1.0,0,14.vlw
15,TitlingGothicFBExtended,Bold,1,0.66666662693,0,15.vlw
16,TitlingGothicFBExtended,Light,1,-0.66666662693,0,16.vlw
17,TitlingGothicFBExtended,Medium,1,0.33333337307,0,17.vlw
18,TitlingGothicFBExtended,Regular,1,0.0,0,18.vlw
19,TitlingGothicFBExtended,Stand,1,-4.0,0,19.vlw
20,TitlingGothicFBExtended,Thin,1,-1.0,0,20.vlw
21,TitlingGothicFBNarrow,Black,0.0,1.0,0,21.vlw
22,TitlingGothicFBNarrow,Bold,0.0,0.66666662693,0,22.vlw
23,TitlingGothicFBNarrow,Light,0.0,-0.66666662693,0,23.vlw
24,TitlingGothicFBNarrow,Medium,0.0,0.33333337307,0,24.vlw
25,TitlingGothicFBNarrow,Regular,0.0,0.0,0,25.vlw
26,TitlingGothicFBNarrow,Standard,0.0,-0.333333313465,0,26.vlw
27,TitlingGothicFBNarrow,Thin,0.0,-1.0,0,27.vlw
28,TitlingGothicFBNormal,Black,0.333333333333,1.0,0,28.vlw
29,TitlingGothicFBNormal,Bold,0.333333333333,0.66666662693,0,29.vlw
30,TitlingGothicFBNormal,Light,0.333333333333,-0.66666662693,0,30.vlw
31,TitlingGothicFBNormal,Medium,0.333333333333,0.33333337307,0,31.vlw
32,TitlingGothicFBNormal,Regular,0.333333333333,0.0,0,32.vlw
33,TitlingGothicFBNormal,Standard,0.333333333333,-0.333333313465,0,33.vlw
34,TitlingGothicFBNormal,Thin,0.333333333333,-1.0,0,34.vlw
35,TitlingGothicFBSkyline,Black,-1.0,1.0,0,35.vlw
36,TitlingGothicFBSkyline,Bold,-1.0,0.66666662693,0,36.vlw
37,TitlingGothicFBSkyline,Light,-1.0,-0.66666662693,0,37.vlw
38,TitlingGothicFBSkyline,Medium,-1.0,0.33333337307,0,38.vlw
39,TitlingGothicFBSkyline,Regular,-1.0,0.0,0,39.vlw
40,TitlingGothicFBSkyline,Standard,-1.0,-0.333333313465,0,40.vlw
41,TitlingGothicFBSkyline,Thin,-1.0,-1.0,0,41.vlw
42,TitlingGothicFBWide,Black,0.666666666667,1.0,0,42.vlw
43,TitlingGothicFBWide,Bold,0.666666666667,0.66666662693,0,43.vlw
44,TitlingGothicFBWide,Light,0.666666666667,-0.66666662693,0,44.vlw
45,TitlingGothicFBWide,Medium,0.666666666667,0.33333337307,0,45.vlw
46,TitlingGothicFBWide,Regular,0.666666666667,0.0,0,46.vlw
47,TitlingGothicFBWide,Standard,0.666666666667,-0.333333313465,0,47.vlw
48,TitlingGothicFBWide,Thin,0.666666666667,-1.0,0,48.vlw
